split,policy,attack_scope,configuration,method,model,top_fraction,top_n,positives_in_top,precision_at_top,recall_at_top,lift_at_top
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,0.05,92,84,0.9130434782608695,0.06988352745424292,1.3855168921362946
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,0.1,183,160,0.8743169398907104,0.13311148086522462,1.3267504978042062
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,0.1,175,175,1.0,0.1507321274763135,1.5004306632213609
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,0.01,41,38,0.926829268292683,0.016351118760757316,1.6223500272868479
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,0.05,204,175,0.8578431372549019,0.07530120481927711,1.501594613749114
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,0.1,407,352,0.8648648648648649,0.1514629948364888,1.513885658463972
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,0.1,175,175,1.0,0.1507321274763135,1.5004306632213609
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,0.01,24,9,0.375,0.007738607050730868,0.75
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,0.05,117,49,0.4188034188034188,0.04213241616509028,0.8376068376068376
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,0.1,233,107,0.4592274678111588,0.09200343938091143,0.9184549356223176
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,0.01,19,11,0.5789473684210527,0.009151414309484194,0.8785357737104826
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,0.05,92,63,0.6847826086956522,0.0524126455906822,1.0391376691022212
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,0.1,183,122,0.6666666666666666,0.10149750415973377,1.0116472545757071
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,0.01,18,11,0.6111111111111112,0.009474590869939707,0.9169298497463874
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,0.05,88,62,0.7045454545454546,0.053402239448751075,1.0571216036332316
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,0.1,175,121,0.6914285714285714,0.10422049956933678,1.0374406299987695
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,0.1,9,1,0.1111111111111111,0.024390243902439025,0.2222222222222222
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,0.01,41,21,0.5121951219512195,0.009036144578313253,0.8965618571848369
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,0.05,204,127,0.6225490196078431,0.05464716006884682,1.0897286625493572
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,0.1,407,239,0.5872235872235873,0.10283993115318417,1.027893955604799
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,0.01,18,11,0.6111111111111112,0.009474590869939707,0.9169298497463874
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,0.05,88,62,0.7045454545454546,0.053402239448751075,1.0571216036332316
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,0.1,175,121,0.6914285714285714,0.10422049956933678,1.0374406299987695
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,0.01,24,12,0.5,0.010318142734307825,1.0
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,0.05,117,55,0.4700854700854701,0.04729148753224419,0.9401709401709402
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,0.1,233,115,0.49356223175965663,0.09888220120378331,0.9871244635193133
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,0.01,19,14,0.7368421052631579,0.011647254575707155,1.1181364392678868
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,0.05,92,73,0.7934782608695652,0.06073211314475874,1.2040801562613037
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,0.1,183,155,0.8469945355191257,0.12895174708818635,1.2852895447478248
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,0.1,175,175,1.0,0.1507321274763135,1.5004306632213609
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,b_completa,IF,IF:b_completa,0.01,41,33,0.8048780487804879,0.014199655765920827,1.4088829184333154
treino_2024_pos_dencun,sensitivity,all,b_completa,IF,IF:b_completa,0.05,204,173,0.8480392156862745,0.07444061962134252,1.4844335324491242
treino_2024_pos_dencun,sensitivity,all,b_completa,IF,IF:b_completa,0.1,407,356,0.8746928746928747,0.153184165232358,1.5310889045828806
treino_2024_pos_dencun,sensitivity,insertion,b_completa,IF,IF:b_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,b_completa,IF,IF:b_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,b_completa,IF,IF:b_completa,0.1,175,175,1.0,0.1507321274763135,1.5004306632213609
treino_2024_pos_dencun,sensitivity,displacement,b_completa,IF,IF:b_completa,0.01,24,3,0.125,0.0025795356835769563,0.25
treino_2024_pos_dencun,sensitivity,displacement,b_completa,IF,IF:b_completa,0.05,117,45,0.38461538461538464,0.03869303525365434,0.7692307692307693
treino_2024_pos_dencun,sensitivity,displacement,b_completa,IF,IF:b_completa,0.1,233,96,0.41201716738197425,0.0825451418744626,0.8240343347639485
treino_2024_pos_dencun,strict,all,c_completa,AE,AE:c_completa,0.01,19,16,0.8421052631578947,0.013311148086522463,1.2778702163061564
treino_2024_pos_dencun,strict,all,c_completa,AE,AE:c_completa,0.05,92,60,0.6521739130434783,0.04991680532445923,0.9896549229544962
treino_2024_pos_dencun,strict,all,c_completa,AE,AE:c_completa,0.1,183,111,0.6065573770491803,0.09234608985024959,0.920433157851668
treino_2024_pos_dencun,strict,insertion,c_completa,AE,AE:c_completa,0.01,18,16,0.8888888888888888,0.013781223083548665,1.333716145085654
treino_2024_pos_dencun,strict,insertion,c_completa,AE,AE:c_completa,0.05,88,70,0.7954545454545454,0.06029285099052541,1.1935243911988098
treino_2024_pos_dencun,strict,insertion,c_completa,AE,AE:c_completa,0.1,175,121,0.6914285714285714,0.10422049956933678,1.0374406299987695
treino_2024_pos_dencun,strict,displacement,c_completa,AE,AE:c_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_completa,AE,AE:c_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_completa,AE,AE:c_completa,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,c_completa,AE,AE:c_completa,0.01,41,16,0.3902439024390244,0.0068846815834767644,0.6830947483313043
treino_2024_pos_dencun,sensitivity,all,c_completa,AE,AE:c_completa,0.05,204,63,0.3088235294117647,0.02710843373493976,0.5405740609496811
treino_2024_pos_dencun,sensitivity,all,c_completa,AE,AE:c_completa,0.1,407,118,0.28992628992628994,0.050774526678141134,0.5074957605078088
treino_2024_pos_dencun,sensitivity,insertion,c_completa,AE,AE:c_completa,0.01,18,16,0.8888888888888888,0.013781223083548665,1.333716145085654
treino_2024_pos_dencun,sensitivity,insertion,c_completa,AE,AE:c_completa,0.05,88,70,0.7954545454545454,0.06029285099052541,1.1935243911988098
treino_2024_pos_dencun,sensitivity,insertion,c_completa,AE,AE:c_completa,0.1,175,121,0.6914285714285714,0.10422049956933678,1.0374406299987695
treino_2024_pos_dencun,sensitivity,displacement,c_completa,AE,AE:c_completa,0.01,24,3,0.125,0.0025795356835769563,0.25
treino_2024_pos_dencun,sensitivity,displacement,c_completa,AE,AE:c_completa,0.05,117,22,0.18803418803418803,0.018916595012897677,0.37606837606837606
treino_2024_pos_dencun,sensitivity,displacement,c_completa,AE,AE:c_completa,0.1,233,43,0.18454935622317598,0.03697334479793637,0.36909871244635195
treino_2024_pos_dencun,strict,all,c_completa,IF,IF:c_completa,0.01,19,19,1.0,0.015806988352745424,1.5174708818635607
treino_2024_pos_dencun,strict,all,c_completa,IF,IF:c_completa,0.05,92,87,0.9456521739130435,0.0723793677204659,1.4349996382840193
treino_2024_pos_dencun,strict,all,c_completa,IF,IF:c_completa,0.1,183,164,0.8961748633879781,0.13643926788685523,1.3599192602493113
treino_2024_pos_dencun,strict,insertion,c_completa,IF,IF:c_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,c_completa,IF,IF:c_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,c_completa,IF,IF:c_completa,0.1,175,174,0.9942857142857143,0.14987080103359174,1.491856773717239
treino_2024_pos_dencun,strict,displacement,c_completa,IF,IF:c_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_completa,IF,IF:c_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_completa,IF,IF:c_completa,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,c_completa,IF,IF:c_completa,0.01,41,40,0.975609756097561,0.01721170395869191,1.7077368708282608
treino_2024_pos_dencun,sensitivity,all,c_completa,IF,IF:c_completa,0.05,204,180,0.8823529411764706,0.0774526678141136,1.5444973169990888
treino_2024_pos_dencun,sensitivity,all,c_completa,IF,IF:c_completa,0.1,407,352,0.8648648648648649,0.1514629948364888,1.513885658463972
treino_2024_pos_dencun,sensitivity,insertion,c_completa,IF,IF:c_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,c_completa,IF,IF:c_completa,0.05,88,88,1.0,0.07579672695951765,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,c_completa,IF,IF:c_completa,0.1,175,174,0.9942857142857143,0.14987080103359174,1.491856773717239
treino_2024_pos_dencun,sensitivity,displacement,c_completa,IF,IF:c_completa,0.01,24,13,0.5416666666666666,0.01117798796216681,1.0833333333333333
treino_2024_pos_dencun,sensitivity,displacement,c_completa,IF,IF:c_completa,0.05,117,59,0.5042735042735043,0.05073086844368014,1.0085470085470085
treino_2024_pos_dencun,sensitivity,displacement,c_completa,IF,IF:c_completa,0.1,233,113,0.48497854077253216,0.09716251074806535,0.9699570815450643
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,19,11,0.5789473684210527,0.009151414309484194,0.8785357737104826
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,92,57,0.6195652173913043,0.04742096505823627,0.9401721768067713
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,183,120,0.6557377049180327,0.09983361064891846,0.9950628733531546
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,18,13,0.7222222222222222,0.01119724375538329,1.083644367882094
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,88,64,0.7272727272727273,0.05512489233419466,1.0912223005246262
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,175,132,0.7542857142857143,0.11369509043927649,1.1317534145441124
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,9,1,0.1111111111111111,0.024390243902439025,0.2222222222222222
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,41,23,0.5609756097560976,0.009896729776247849,0.9819487007262501
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,204,112,0.5490196078431373,0.04819277108433735,0.9610205527994331
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,407,224,0.5503685503685504,0.0963855421686747,0.9633817826588911
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,18,13,0.7222222222222222,0.01119724375538329,1.083644367882094
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,88,64,0.7272727272727273,0.05512489233419466,1.0912223005246262
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,175,132,0.7542857142857143,0.11369509043927649,1.1317534145441124
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,24,9,0.375,0.007738607050730868,0.75
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,117,49,0.4188034188034188,0.04213241616509028,0.8376068376068376
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,233,103,0.44206008583690987,0.0885640584694755,0.8841201716738197
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,19,6,0.3157894736842105,0.004991680532445923,0.47920133111480867
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,92,46,0.5,0.03826955074875208,0.7587354409317804
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,183,122,0.6666666666666666,0.10149750415973377,1.0116472545757071
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,18,16,0.8888888888888888,0.013781223083548665,1.333716145085654
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,88,71,0.8068181818181818,0.0611541774332472,1.210574739644507
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,175,153,0.8742857142857143,0.13178294573643412,1.3118050941306756
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,41,10,0.24390243902439024,0.004302925989672977,0.4269342177070652
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,204,110,0.5392156862745098,0.047332185886402756,0.9438594714994432
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,407,222,0.5454545454545454,0.09552495697074011,0.9547801595994366
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,18,16,0.8888888888888888,0.013781223083548665,1.333716145085654
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,88,71,0.8068181818181818,0.0611541774332472,1.210574739644507
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,175,153,0.8742857142857143,0.13178294573643412,1.3118050941306756
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,24,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,117,25,0.21367521367521367,0.021496130696474634,0.42735042735042733
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,233,65,0.27896995708154504,0.05588993981083405,0.5579399141630901
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,19,12,0.631578947368421,0.009983361064891847,0.9584026622296173
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,92,54,0.5869565217391305,0.04492512479201331,0.8906894306590466
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,183,105,0.5737704918032787,0.08735440931780367,0.8706800141840103
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,18,12,0.6666666666666666,0.0103359173126615,1.0002871088142407
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,88,57,0.6477272727272727,0.04909560723514212,0.9718698614047451
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,175,110,0.6285714285714286,0.09474590869939707,0.9431278454534269
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,41,23,0.5609756097560976,0.009896729776247849,0.9819487007262501
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,204,112,0.5490196078431373,0.04819277108433735,0.9610205527994331
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,407,211,0.5184275184275184,0.09079173838209983,0.9074712327724377
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,18,12,0.6666666666666666,0.0103359173126615,1.0002871088142407
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,88,57,0.6477272727272727,0.04909560723514212,0.9718698614047451
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,175,110,0.6285714285714286,0.09474590869939707,0.9431278454534269
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,24,13,0.5416666666666666,0.01117798796216681,1.0833333333333333
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,117,54,0.46153846153846156,0.046431642304385214,0.9230769230769231
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,233,108,0.463519313304721,0.09286328460877043,0.927038626609442
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,19,8,0.42105263157894735,0.0066555740432612314,0.6389351081530782
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,92,47,0.5108695652173914,0.039101497504159734,0.7752296896476888
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,183,120,0.6557377049180327,0.09983361064891846,0.9950628733531546
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,18,17,0.9444444444444444,0.014642549526270457,1.4170734041535076
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,88,72,0.8181818181818182,0.06201550387596899,1.2276250880902044
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,175,148,0.8457142857142858,0.12747631352282515,1.2689356466100652
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,41,17,0.4146341463414634,0.007314974182444062,0.7257881701020108
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,204,119,0.5833333333333334,0.05120481927710843,1.0210843373493976
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,407,237,0.5823095823095823,0.10197934595524957,1.0192923325453447
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,18,17,0.9444444444444444,0.014642549526270457,1.4170734041535076
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,88,72,0.8181818181818182,0.06201550387596899,1.2276250880902044
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,175,148,0.8457142857142858,0.12747631352282515,1.2689356466100652
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,24,1,0.041666666666666664,0.0008598452278589854,0.08333333333333333
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,117,30,0.2564102564102564,0.025795356835769563,0.5128205128205128
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,233,79,0.33905579399141633,0.06792777300085985,0.6781115879828327
validacao_2025_pre_pectra,strict,all,a_completa,AE,AE:a_completa,0.01,11,6,0.5454545454545454,0.008759124087591242,0.8233576642335766
validacao_2025_pre_pectra,strict,all,a_completa,AE,AE:a_completa,0.05,52,19,0.36538461538461536,0.027737226277372264,0.5515440763615946
validacao_2025_pre_pectra,strict,all,a_completa,AE,AE:a_completa,0.1,104,46,0.4423076923076923,0.06715328467153285,0.6676586187535093
validacao_2025_pre_pectra,strict,insertion,a_completa,AE,AE:a_completa,0.01,11,7,0.6363636363636364,0.010401188707280832,0.9550182358503309
validacao_2025_pre_pectra,strict,insertion,a_completa,AE,AE:a_completa,0.05,51,25,0.49019607843137253,0.03714710252600297,0.7356583049267255
validacao_2025_pre_pectra,strict,insertion,a_completa,AE,AE:a_completa,0.1,101,51,0.504950495049505,0.07578008915304606,0.7578008915304606
validacao_2025_pre_pectra,strict,displacement,a_completa,AE,AE:a_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,a_completa,AE,AE:a_completa,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,a_completa,AE,AE:a_completa,0.1,3,1,0.3333333333333333,0.08333333333333333,0.6666666666666666
validacao_2025_pre_pectra,sensitivity,all,a_completa,AE,AE:a_completa,0.01,13,4,0.3076923076923077,0.0049504950495049506,0.4874333587204875
validacao_2025_pre_pectra,sensitivity,all,a_completa,AE,AE:a_completa,0.05,64,32,0.5,0.039603960396039604,0.7920792079207921
validacao_2025_pre_pectra,sensitivity,all,a_completa,AE,AE:a_completa,0.1,128,64,0.5,0.07920792079207921,0.7920792079207921
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,AE,AE:a_completa,0.01,11,7,0.6363636363636364,0.010401188707280832,0.9550182358503309
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,AE,AE:a_completa,0.05,51,25,0.49019607843137253,0.03714710252600297,0.7356583049267255
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,AE,AE:a_completa,0.1,101,51,0.504950495049505,0.07578008915304606,0.7578008915304606
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,AE,AE:a_completa,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,AE,AE:a_completa,0.05,14,4,0.2857142857142857,0.02962962962962963,0.5714285714285714
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,AE,AE:a_completa,0.1,27,13,0.48148148148148145,0.0962962962962963,0.9629629629629629
validacao_2025_pre_pectra,strict,all,a_completa,IF,IF:a_completa,0.01,11,9,0.8181818181818182,0.013138686131386862,1.235036496350365
validacao_2025_pre_pectra,strict,all,a_completa,IF,IF:a_completa,0.05,52,47,0.9038461538461539,0.06861313868613139,1.3643458731049973
validacao_2025_pre_pectra,strict,all,a_completa,IF,IF:a_completa,0.1,104,99,0.9519230769230769,0.14452554744525548,1.4369174620999439
validacao_2025_pre_pectra,strict,insertion,a_completa,IF,IF:a_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,strict,insertion,a_completa,IF,IF:a_completa,0.05,51,50,0.9803921568627451,0.07429420505200594,1.471316609853451
