event_key,audit_id,detection_event_id,split,source_detector,adjudicated_type,semantic_status,decision,evidence_quality,reason_codes,notes,reviewer,reviewed_at_utc,decision_source,validation_result,attacker_front_hash,attacker_back_hash,victim_hash,protocols,pool_addresses,economic_status,strict_positive_event,sensitivity_positive_event
treino_2024_pos_dencun::semantic__insertion__13482,semantic__insertion__13482,13482,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13482: índices 6 < 7 < 8, mesmo agente nas pernas externas, pool 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.079993829 WETH após 0.014352668 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x0d22038ac142bf8a490d394fb5f3597388891450ad455445168f9da48abd4f96,0x78c06d60e27d6d28ae63c7e2687c5bcd280997253ff5d37556b24e4b3814d3c6,0x7288943d4758140f7497c3591cf70f8c6962c0db8648f43b74bec337ac15b10b,uniswap_v3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__insertion__13539,semantic__insertion__13539,13539,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 13539: índices 0 < 1 < 2, mesmo agente nas pernas externas, pool 0xe4e86c6805884736c0faea1e559c51f37da15812 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xba867a7dc9c6df38463bcb3a33734effbbd3a11480f1d3e78e67cb417804e5c6,0x7e77661ff4fae84f7afb2182c430b0ea6d5461ea63d0a6f0fdd3f9c1c41c7e48,0x693d99cbe303f133a8f7c3f128fe11e6ca1e38f3fae2d651b3b00f7841d72469,uniswap_v3,0xe4e86c6805884736c0faea1e559c51f37da15812,mixed_assets_requires_valuation,1,1
treino_2024_pos_dencun::semantic__insertion__13561,semantic__insertion__13561,13561,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 13561: índices 3 < 4 < 5, mesmo agente nas pernas externas, pool 0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x3b254d34c35806aed796e9fc50906af893f16ca1a6fded0aca81c7226eea7559,0x33c16f722e45be5f5fb61c30bff0dd384ff843edef65a36ff49aa36256e83420,0x0246e9079eefe1ee300ecf96ab321ea4fd9258b05154873d61b52f2ad99dc455,uniswap_v3,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,mixed_assets_requires_valuation,1,1
treino_2024_pos_dencun::semantic__insertion__13571,semantic__insertion__13571,13571,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 13571: índices 5 < 6 < 7, mesmo agente nas pernas externas, pool 0x9a599caa30032e55f05f38772c6d0ed36afdde07 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xdf022864e35bb723dffb9baee133b2260acbfe28264b594bd218b08169161ffb,0x697cc865fb5faf616a98415030b8da57ed42e5796967188087c014c30039a4e7,0x93f7a860effd0fc7f1e55a0a2ac46da8e0b645a5329b16fd9deab9ffb7db6444,uniswap_v3,0x9a599caa30032e55f05f38772c6d0ed36afdde07,mixed_assets_requires_valuation,1,1
treino_2024_pos_dencun::semantic__displacement__13599,semantic__displacement__13599,13599,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13599: atacante no índice 16 antes da vítima no índice 17, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x4ea14aa39374c799a3baf9324209693338cf7b6f87bed4c5cbb8700dc46a1e5c,,0x824884085930dcf465940def8a903dff89e401633cc13b299ad6c6b550933eeb,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13601,semantic__displacement__13601,13601,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13601: atacante no índice 19 antes da vítima no índice 20, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x03e83815aa78d588b8b1fb8d521119367d1583b139df0e0231ed4bec4e042288,,0x219fdd90660fdece8ef1d04ad8716af09dedded4d616468328aa1896cd44b05f,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13602,semantic__displacement__13602,13602,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13602: atacante no índice 20 antes da vítima no índice 21, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x219fdd90660fdece8ef1d04ad8716af09dedded4d616468328aa1896cd44b05f,,0xe3434ce1ccf63e3204bfdfec1e3eb337e0edcdfc27ff82a4e7ad0527ac27c6cd,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13604,semantic__displacement__13604,13604,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13604: atacante no índice 22 antes da vítima no índice 23, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x665d8c34ef3ac2d6c25f02a01bd478b10a2c381425a6e8383f479e03531c8be6,,0xfa038c8e05e569895521d27f7040163a5cb43de6d903f7a7504ae5c85e98ef0f,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13605,semantic__displacement__13605,13605,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13605: atacante no índice 21 antes da vítima no índice 22, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xe3434ce1ccf63e3204bfdfec1e3eb337e0edcdfc27ff82a4e7ad0527ac27c6cd,,0x665d8c34ef3ac2d6c25f02a01bd478b10a2c381425a6e8383f479e03531c8be6,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13607,semantic__displacement__13607,13607,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13607: atacante no índice 23 antes da vítima no índice 24, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xfa038c8e05e569895521d27f7040163a5cb43de6d903f7a7504ae5c85e98ef0f,,0xfb81cfb4dff876bd045a17177dde99e55922b8ddef11b33f9fb91d8519c85616,uniswap_v2,0xb8760fd2e6b9d0c0578b98ab2823210d55bb0bb7,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13624,semantic__displacement__13624,13624,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 13624: atacante no índice 2 antes da vítima no índice 3, mesmo seletor, similaridade de calldata 0.938 e pool comum 0x3a1e5886cf0c9eab5895564ab0cc5bca2b7f68f6. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x8bab067b87c3b1aeaf43bc89b11b590bf0f13fbcdf7ded55ef67f6bb3caffcf1,,0x915c0b941dc971f6054eb4731c560526171c355a6fbb02f244ee8c0dc3f82fac,uniswap_v2,0x3a1e5886cf0c9eab5895564ab0cc5bca2b7f68f6,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__insertion__13639,semantic__insertion__13639,13639,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13639: índices 12 < 13 < 14, mesmo agente nas pernas externas, pool 0x47082a75bc16313ef92cfaca1feb885659c3c9b5 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.001201295 WETH após 0.000914840 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x0c1f2afa0074d614a8e207cae6c6bcfc48cbd1abd8dfcbeb4d1dc86fdac8d77e,0x3ad33e883b14f907a98fcd7cd6510556a3f3579996440ac6330179a6d139830c,0xc8c83a491d2e136682053e49cb887f98f4704d5723619b2b6c60f29382bbc0d1,uniswap_v2,0x47082a75bc16313ef92cfaca1feb885659c3c9b5,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__insertion__13679,semantic__insertion__13679,13679,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13679: índices 1 < 2 < 3, mesmo agente nas pernas externas, pool 0x7ba550a3daeee006902e3f398ec5931095b1e254 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.010154245 WETH após 0.004812160 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x52d162f618420dfba1b47af1740f3aff72bfdf83c9e698ff02e44c711479d606,0x00efd052fead068665e14fad049c5a306f5a99d46e392992066181bd0c3ab0e4,0x872574aff7f261bd3ad5a7657d37cc021c95ed6bf15e7f95e78e9a0171b0809f,uniswap_v2,0x7ba550a3daeee006902e3f398ec5931095b1e254,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__displacement__13811,semantic__displacement__13811,13811,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 13811: atacante no índice 3 antes da vítima no índice 4, mesmo seletor, similaridade de calldata 0.938 e pool comum 0xd3e59333b3a362de45ee8792e668e2c71539e8f0. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x4e6c1f40070eb7a2205812237598832cbc1362576af39a55a5ef9d63ed3fbe87,,0x9fa5eefdcdb295aa33208bc109732c741c9a0c74bebd97d5b6eaefed43a2b42a,uniswap_v2,0xd3e59333b3a362de45ee8792e668e2c71539e8f0,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__insertion__13814,semantic__insertion__13814,13814,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|dados_insuficientes,"Sandwich confirmado no evento 13814: índices 8 < 9 < 10, mesmo agente nas pernas externas, pool 0x9a772018fbd77fcd2d25657e5c547baff3fd7d16 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. O ativo de resultado não é WETH e ainda exige valoração histórica. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x81c6e26ea17e8c029bd5ce4fd11731143a610d1f8550848553e2df195c9dd588,0x56c8b19c3a239a0f01425303991b9a7bcec7aee0e5026b6dd284710ce2b3dddd,0x685e9a24f3daf500931dc5441191ac0f3401183fc2b8e65fdd787cb5165f2815,uniswap_v3,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,requires_token_valuation,1,1
treino_2024_pos_dencun::semantic__insertion__13833,semantic__insertion__13833,13833,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13833: índices 30 < 31 < 32, mesmo agente nas pernas externas, pool 0xcab2d85b9c00fb4e2422ae4e6c7a8bd0d2ef0457 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.000140359 WETH após 0.000434748 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x9c643221fc9036a2423392c901e9ba4bf40c2e0386a86928838f968b61f575bb,0x664e7b53cc01cfdc2b0f67fa0cdcb5d58370720bb056d104cddeacb7826e821c,0x82c64eb71bd7b289a33cbf7759d9a2071496da4b5bd59fee7c03695243951b77,uniswap_v2,0xcab2d85b9c00fb4e2422ae4e6c7a8bd0d2ef0457,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__insertion__13843,semantic__insertion__13843,13843,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13843: índices 7 < 8 < 9, mesmo agente nas pernas externas, pool 0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.000004420 WETH após 0.002100518 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xff46488eb155a9d80e95d4656135b3ec828dd541440533c882e35cfd9b84e3e1,0x7d188f13a2d6a0f2d51d40a71ac1af2216d6f2fb46996c605e2c252ae2eebc80,0x9ad28adb012eb9ef32fccf473aa54271e513eae961f1e68c1347a768567f589f,uniswap_v3,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__insertion__13849,semantic__insertion__13849,13849,treino_2024_pos_dencun,insertion,insertion,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 13849: índices 7 < 8 < 9, mesmo agente nas pernas externas, pool 0x79fdb46df5abc4083abbc44612ec0c499e115ba4 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.000405316 WETH após 0.001238853 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x996236713bf38b508bc952c6e0d235d329d2641794f20e90f3c0ef97dc8aadb2,0x088248c1ca8525fdc6391a755809ab0d6b48e280121a6907b05f7af28464e8da,0x206be6bcd730707be2585001ab33fe58b3ce20b04ecbbcf9f08c714dc8501814,uniswap_v2,0x79fdb46df5abc4083abbc44612ec0c499e115ba4,weth_surplus_after_gas_observed,1,1
treino_2024_pos_dencun::semantic__displacement__13851,semantic__displacement__13851,13851,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 13851: atacante no índice 2 antes da vítima no índice 3, mesmo seletor, similaridade de calldata 0.938 e pool comum 0xde30b2d7076267d1f48368c98d4f65826a24116b. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xcfd8508210f0dae3b0b66a6d15081aff01857fda8648d579729b093fbc7299af,,0x6f4fa0d057f58064b46349cb59489f7d7866ff563a641078a10193243ce84ce5,uniswap_v2,0xde30b2d7076267d1f48368c98d4f65826a24116b,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13863,semantic__displacement__13863,13863,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13863: atacante no índice 155 antes da vítima no índice 156, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xe2f3d5a9eecc7ed22fc6ac765dd35f3dfe15b45a7e320b7f9e2f2777422fa715,,0x522aa6364c5521b5531a2b577700134b8b44910464da936d78022b7456f1ffec,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13865,semantic__displacement__13865,13865,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13865: atacante no índice 157 antes da vítima no índice 158, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x841d186b1b1cc152b3678e4bab4eb4e2f6f62d53c86da9674c2849bfe5dde7f5,,0x11dfa1e30d19bc9c86844fecc507de82d927f85427e26cc6bfe0093dba2379a4,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13867,semantic__displacement__13867,13867,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13867: atacante no índice 159 antes da vítima no índice 160, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x660626204925726ac04791476f84a925abb9c508ed14ef1fecaa3aaa2665b8e6,,0xe35155baaf8d15dfc57579dd33a8908f5ea612f33a3faa0cac65c86dad3da9d8,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13870,semantic__displacement__13870,13870,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13870: atacante no índice 163 antes da vítima no índice 164, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x26aaaaac85cd375b70d81432e9a5f693415f538b96965ae449d3f8c0e4892882,,0xc1d81d7cc6b2669a2e1c5b5f2639dfef150ddf6615813c9663ae14171b0b4af3,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13875,semantic__displacement__13875,13875,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13875: atacante no índice 167 antes da vítima no índice 168, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xf737e627a41c3e07002c06022a79ca77ee58e6ed15608c5c495d7a5336cbfa1a,,0x39f08ba42bff2242d1f8699a8a6d3d1456f80ef49de399b04a36699530dc9227,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13877,semantic__displacement__13877,13877,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13877: atacante no índice 170 antes da vítima no índice 171, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x3471bac2ef4fe6c098d280c0190da82f7a561462b14ad56b7d6ee4c33de5f4b1,,0x38ce7d8bf752981a14c3ea6ec82d617327c4b3022f982493a5a3d15310451f38,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13878,semantic__displacement__13878,13878,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13878: atacante no índice 171 antes da vítima no índice 172, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x38ce7d8bf752981a14c3ea6ec82d617327c4b3022f982493a5a3d15310451f38,,0xed92b09471292a820cbd368981f9c3f639bf84c43b642f102a1c1569900c3de0,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13881,semantic__displacement__13881,13881,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13881: atacante no índice 173 antes da vítima no índice 174, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0xc9e908b2fc3c821d33b4a481ed8c74da26bbba5b018428e8f673c83935761e29,,0xf413884d31a1d3270b6224cc9d6306bae256083d187e8e1c33008a50b13f1683,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
treino_2024_pos_dencun::semantic__displacement__13892,semantic__displacement__13892,13892,treino_2024_pos_dencun,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 13892: atacante no índice 186 antes da vítima no índice 187, mesmo seletor, similaridade de calldata 1.000 e pool comum 0xc17d8cef5f01600d071880ccf6311a86a3c94821. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:03.006835+00:00,assisted_deterministic,valid,0x631be4c1e0c840cb3ca8f55153752602c732d02474b5fcfe64f6c206a3279c41,,0xeb9ad2f46293305b4db11d81c292354fc2d3f2b468389ac00dae77f0147ae3f3,uniswap_v2,0xc17d8cef5f01600d071880ccf6311a86a3c94821,requires_token_valuation,0,1
